Price,Close,Return_pct
Ticker,^GSPC,
Date,,
2015-01-05,2020.5799560546875,-1.8278105145113743
2015-01-06,2002.6099853515625,-0.8893471722946522
2015-01-07,2025.9000244140625,1.162984267174294
2015-01-08,2062.139892578125,1.7888280629516196
2015-01-09,2044.81005859375,-0.8403811034715436
2015-01-12,2028.260009765625,-0.8093685160912578
2015-01-13,2023.030029296875,-0.25785552362955766
2015-01-14,2011.27001953125,-0.5813067327385291
2015-01-15,1992.6700439453125,-0.9247875921837956
2015-01-16,2019.4200439453125,1.3424199395820402
2015-01-20,2022.550048828125,0.15499523698385698
2015-01-21,2032.1199951171875,0.4731623968765364
2015-01-22,2063.14990234375,1.5269721916580492
2015-01-23,2051.820068359375,-0.5491522439307173
2015-01-26,2057.090087890625,0.2568460857030219
2015-01-27,2029.550048828125,-1.338786241041101
2015-01-28,2002.1600341796875,-1.3495609366348305
2015-01-29,2021.25,0.9534685287099887
2015-01-30,1994.989990234375,-1.2991965252009852
2015-02-02,2020.8499755859375,1.296246371066978
2015-02-03,2050.030029296875,1.4439495293299576
2015-02-04,2041.510009765625,-0.41560462088314765
2015-02-05,2062.52001953125,1.0291406686777416
2015-02-06,2055.469970703125,-0.34181723141418763
2015-02-09,2046.739990234375,-0.42471943609877494
2015-02-10,2068.590087890625,1.0675561019232394
2015-02-11,2068.530029296875,-0.002903358867545336
2015-02-12,2088.47998046875,0.9644506431775834
2015-02-13,2096.989990234375,0.40747384917307894
2015-02-17,2100.340087890625,0.15975744623728527
2015-02-18,2099.679931640625,-0.03143092177338991
2015-02-19,2097.449951171875,-0.10620573331896477
2015-02-20,2110.300048828125,0.6126533626735764
2015-02-23,2109.659912109375,-0.03033391953459752
2015-02-24,2115.47998046875,0.2758770892866691
2015-02-25,2113.860107421875,-0.07657236475081541
2015-02-26,2110.739990234375,-0.1476028227480719
2015-02-27,2104.5,-0.29563045487578377
2015-03-02,2117.389892578125,0.6124919257840311
2015-03-03,2107.780029296875,-0.45385421527393
2015-03-04,2098.530029296875,-0.438850348301556
2015-03-05,2101.0400390625,0.11960799848387271
2015-03-06,2071.260009765625,-1.4173946589881803
2015-03-09,2079.429931640625,0.39444211911976446
2015-03-10,2044.1600341796875,-1.696133008584244
2015-03-11,2040.239990234375,-0.19176795748703235
2015-03-12,2065.949951171875,1.2601439566208406
2015-03-13,2053.39990234375,-0.6074710968194674
2015-03-16,2081.18994140625,1.3533671171787054
2015-03-17,2074.280029296875,-0.3320173700583018
2015-03-18,2099.5,1.2158421402569175
2015-03-19,2089.27001953125,-0.4872579408787825
2015-03-20,2108.10009765625,0.9012754669798451
2015-03-23,2104.419921875,-0.17457310425351702
2015-03-24,2091.5,-0.6139421956948832
2015-03-25,2061.050048828125,-1.4558905652342857
2015-03-26,2056.14990234375,-0.2377499996742527
2015-03-27,2061.02001953125,0.23685613495147972
2015-03-30,2086.239990234375,1.2236645187396533
2015-03-31,2067.889892578125,-0.8795775050879251
2015-04-01,2059.68994140625,-0.3965371271123064
2015-04-02,2066.9599609375,0.35296669586522
2015-04-06,2080.6201171875,0.660881512373579
2015-04-07,2076.330078125,-0.20619040578628844
2015-04-08,2081.89990234375,0.2682533127767339
2015-04-09,2091.179931640625,0.44574810183850566
2015-04-10,2102.06005859375,0.5202865037342352
